# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AKG35_RS02885	GENE_AKG35_RS02885	TRANSCRIPT_AKG35_RS02885	protein_coding	0	0	0	4	0	0	0	0	0	0	4
AKG35_RS02890	GENE_AKG35_RS02890	TRANSCRIPT_AKG35_RS02890	protein_coding	0	0	0	4	0	0	0	0	0	0	4
AKG35_RS02895	GENE_AKG35_RS02895	TRANSCRIPT_AKG35_RS02895	protein_coding	0	0	0	4	0	0	0	0	0	0	4
AKG35_RS02900	GENE_AKG35_RS02900	TRANSCRIPT_AKG35_RS02900	protein_coding	0	0	0	6	0	0	0	0	0	0	6
AKG35_RS02905	GENE_AKG35_RS02905	TRANSCRIPT_AKG35_RS02905	protein_coding	0	0	0	6	0	0	0	0	0	0	6
AKG35_RS02910	GENE_AKG35_RS02910	TRANSCRIPT_AKG35_RS02910	protein_coding	0	0	3	3	0	0	3	0	0	0	3
AKG35_RS02915	GENE_AKG35_RS02915	TRANSCRIPT_AKG35_RS02915	protein_coding	0	0	1	5	2	0	1	0	0	0	3
AKG35_RS02920	GENE_AKG35_RS02920	TRANSCRIPT_AKG35_RS02920	protein_coding	0	0	0	6	2	0	0	0	0	0	4
AKG35_RS02925	GENE_AKG35_RS02925	TRANSCRIPT_AKG35_RS02925	protein_coding	0	1	1	4	0	0	1	0	0	1	4
AKG35_RS02930	GENE_AKG35_RS02930	TRANSCRIPT_AKG35_RS02930	protein_coding	0	0	0	6	6	0	0	0	0	0	0
AKG35_RS02935	GENE_AKG35_RS02935	TRANSCRIPT_AKG35_RS02935	protein_coding	0	0	0	4	4	0	0	0	0	0	0
AKG35_RS02940	GENE_AKG35_RS02940	TRANSCRIPT_AKG35_RS02940	protein_coding	0	0	0	3	0	0	0	0	0	0	3
AKG35_RS02945	GENE_AKG35_RS02945	TRANSCRIPT_AKG35_RS02945	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS02950	GENE_AKG35_RS02950	TRANSCRIPT_AKG35_RS02950	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS03090	GENE_AKG35_RS03090	TRANSCRIPT_AKG35_RS03090	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03095	GENE_AKG35_RS03095	TRANSCRIPT_AKG35_RS03095	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03100	GENE_AKG35_RS03100	TRANSCRIPT_AKG35_RS03100	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03105	GENE_AKG35_RS03105	TRANSCRIPT_AKG35_RS03105	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03110	GENE_AKG35_RS03110	TRANSCRIPT_AKG35_RS03110	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03115	GENE_AKG35_RS03115	TRANSCRIPT_AKG35_RS03115	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03120	GENE_AKG35_RS03120	TRANSCRIPT_AKG35_RS03120	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03125	GENE_AKG35_RS03125	TRANSCRIPT_AKG35_RS03125	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03130	GENE_AKG35_RS03130	TRANSCRIPT_AKG35_RS03130	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03135	GENE_AKG35_RS03135	TRANSCRIPT_AKG35_RS03135	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03140	GENE_AKG35_RS03140	TRANSCRIPT_AKG35_RS03140	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03145	GENE_AKG35_RS03145	TRANSCRIPT_AKG35_RS03145	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03285	GENE_AKG35_RS03285	TRANSCRIPT_AKG35_RS03285	protein_coding	0	0	0	3	3	0	0	0	0	0	0
AKG35_RS03290	GENE_AKG35_RS03290	TRANSCRIPT_AKG35_RS03290	protein_coding	0	0	0	3	3	0	0	0	0	0	0
AKG35_RS03295	GENE_AKG35_RS03295	TRANSCRIPT_AKG35_RS03295	protein_coding	0	0	0	3	0	0	0	0	0	0	3
AKG35_RS03300	GENE_AKG35_RS03300	TRANSCRIPT_AKG35_RS03300	protein_coding	0	0	0	3	3	0	0	0	0	0	0
AKG35_RS03305	GENE_AKG35_RS03305	TRANSCRIPT_AKG35_RS03305	protein_coding	0	0	0	3	0	0	0	0	0	0	3
AKG35_RS03315	GENE_AKG35_RS03315	TRANSCRIPT_AKG35_RS03315	protein_coding	0	0	0	3	0	0	0	0	0	0	3
AKG35_RS03320	GENE_AKG35_RS03320	TRANSCRIPT_AKG35_RS03320	protein_coding	0	0	0	3	0	0	0	0	0	0	3
AKG35_RS03325	GENE_AKG35_RS03325	TRANSCRIPT_AKG35_RS03325	protein_coding	0	0	0	3	0	0	0	0	0	0	3
AKG35_RS03330	GENE_AKG35_RS03330	TRANSCRIPT_AKG35_RS03330	protein_coding	0	0	0	3	0	0	0	0	0	0	3
AKG35_RS03335	GENE_AKG35_RS03335	TRANSCRIPT_AKG35_RS03335	protein_coding	0	0	0	3	3	0	0	0	0	0	0
AKG35_RS03340	GENE_AKG35_RS03340	TRANSCRIPT_AKG35_RS03340	protein_coding	0	0	0	3	0	0	0	0	0	0	3
AKG35_RS03420	GENE_AKG35_RS03420	TRANSCRIPT_AKG35_RS03420	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03425	GENE_AKG35_RS03425	TRANSCRIPT_AKG35_RS03425	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03430	GENE_AKG35_RS03430	TRANSCRIPT_AKG35_RS03430	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03435	GENE_AKG35_RS03435	TRANSCRIPT_AKG35_RS03435	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03440	GENE_AKG35_RS03440	TRANSCRIPT_AKG35_RS03440	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03445	GENE_AKG35_RS03445	TRANSCRIPT_AKG35_RS03445	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03450	GENE_AKG35_RS03450	TRANSCRIPT_AKG35_RS03450	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03455	GENE_AKG35_RS03455	TRANSCRIPT_AKG35_RS03455	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03460	GENE_AKG35_RS03460	TRANSCRIPT_AKG35_RS03460	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03670	GENE_AKG35_RS03670	TRANSCRIPT_AKG35_RS03670	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03675	GENE_AKG35_RS03675	TRANSCRIPT_AKG35_RS03675	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03680	GENE_AKG35_RS03680	TRANSCRIPT_AKG35_RS03680	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03685	GENE_AKG35_RS03685	TRANSCRIPT_AKG35_RS03685	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03690	GENE_AKG35_RS03690	TRANSCRIPT_AKG35_RS03690	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03695	GENE_AKG35_RS03695	TRANSCRIPT_AKG35_RS03695	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS03700	GENE_AKG35_RS03700	TRANSCRIPT_AKG35_RS03700	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03705	GENE_AKG35_RS03705	TRANSCRIPT_AKG35_RS03705	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03710	GENE_AKG35_RS03710	TRANSCRIPT_AKG35_RS03710	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03730	GENE_AKG35_RS03730	TRANSCRIPT_AKG35_RS03730	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03735	GENE_AKG35_RS03735	TRANSCRIPT_AKG35_RS03735	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03740	GENE_AKG35_RS03740	TRANSCRIPT_AKG35_RS03740	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03745	GENE_AKG35_RS03745	TRANSCRIPT_AKG35_RS03745	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03750	GENE_AKG35_RS03750	TRANSCRIPT_AKG35_RS03750	protein_coding	1	0	0	0	0	1	0	0	0	0	0
AKG35_RS03755	GENE_AKG35_RS03755	TRANSCRIPT_AKG35_RS03755	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03760	GENE_AKG35_RS03760	TRANSCRIPT_AKG35_RS03760	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03765	GENE_AKG35_RS03765	TRANSCRIPT_AKG35_RS03765	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03770	GENE_AKG35_RS03770	TRANSCRIPT_AKG35_RS03770	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03775	GENE_AKG35_RS03775	TRANSCRIPT_AKG35_RS03775	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03780	GENE_AKG35_RS03780	TRANSCRIPT_AKG35_RS03780	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03790	GENE_AKG35_RS03790	TRANSCRIPT_AKG35_RS03790	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03795	GENE_AKG35_RS03795	TRANSCRIPT_AKG35_RS03795	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03800	GENE_AKG35_RS03800	TRANSCRIPT_AKG35_RS03800	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS03805	GENE_AKG35_RS03805	TRANSCRIPT_AKG35_RS03805	protein_coding	0	0	0	3	2	0	0	0	0	0	1
AKG35_RS03810	GENE_AKG35_RS03810	TRANSCRIPT_AKG35_RS03810	protein_coding	0	0	0	3	1	0	0	0	0	0	2
AKG35_RS03815	GENE_AKG35_RS03815	TRANSCRIPT_AKG35_RS03815	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS03820	GENE_AKG35_RS03820	TRANSCRIPT_AKG35_RS03820	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS03825	GENE_AKG35_RS03825	TRANSCRIPT_AKG35_RS03825	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS03830	GENE_AKG35_RS03830	TRANSCRIPT_AKG35_RS03830	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS03835	GENE_AKG35_RS03835	TRANSCRIPT_AKG35_RS03835	protein_coding	0	0	2	0	0	0	2	0	0	0	0
AKG35_RS03840	GENE_AKG35_RS03840	TRANSCRIPT_AKG35_RS03840	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS03845	GENE_AKG35_RS03845	TRANSCRIPT_AKG35_RS03845	protein_coding	0	0	0	3	1	0	0	0	0	0	2
AKG35_RS03850	GENE_AKG35_RS03850	TRANSCRIPT_AKG35_RS03850	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03855	GENE_AKG35_RS03855	TRANSCRIPT_AKG35_RS03855	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS03860	GENE_AKG35_RS03860	TRANSCRIPT_AKG35_RS03860	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS03865	GENE_AKG35_RS03865	TRANSCRIPT_AKG35_RS03865	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS03870	GENE_AKG35_RS03870	TRANSCRIPT_AKG35_RS03870	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04020	GENE_AKG35_RS04020	TRANSCRIPT_AKG35_RS04020	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04030	GENE_AKG35_RS04030	TRANSCRIPT_AKG35_RS04030	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04035	GENE_AKG35_RS04035	TRANSCRIPT_AKG35_RS04035	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS04040	GENE_AKG35_RS04040	TRANSCRIPT_AKG35_RS04040	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS04045	GENE_AKG35_RS04045	TRANSCRIPT_AKG35_RS04045	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS04050	GENE_AKG35_RS04050	TRANSCRIPT_AKG35_RS04050	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS04055	GENE_AKG35_RS04055	TRANSCRIPT_AKG35_RS04055	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04060	GENE_AKG35_RS04060	TRANSCRIPT_AKG35_RS04060	protein_coding	0	1	0	0	0	0	0	0	0	1	0
AKG35_RS04065	GENE_AKG35_RS04065	TRANSCRIPT_AKG35_RS04065	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04070	GENE_AKG35_RS04070	TRANSCRIPT_AKG35_RS04070	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04075	GENE_AKG35_RS04075	TRANSCRIPT_AKG35_RS04075	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04080	GENE_AKG35_RS04080	TRANSCRIPT_AKG35_RS04080	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04085	GENE_AKG35_RS04085	TRANSCRIPT_AKG35_RS04085	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04170	GENE_AKG35_RS04170	TRANSCRIPT_AKG35_RS04170	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS04175	GENE_AKG35_RS04175	TRANSCRIPT_AKG35_RS04175	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS04180	GENE_AKG35_RS04180	TRANSCRIPT_AKG35_RS04180	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS04185	GENE_AKG35_RS04185	TRANSCRIPT_AKG35_RS04185	protein_coding	0	0	2	0	0	0	2	0	0	0	0
AKG35_RS04190	GENE_AKG35_RS04190	TRANSCRIPT_AKG35_RS04190	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS04195	GENE_AKG35_RS04195	TRANSCRIPT_AKG35_RS04195	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS04200	GENE_AKG35_RS04200	TRANSCRIPT_AKG35_RS04200	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS04205	GENE_AKG35_RS04205	TRANSCRIPT_AKG35_RS04205	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS04210	GENE_AKG35_RS04210	TRANSCRIPT_AKG35_RS04210	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS04215	GENE_AKG35_RS04215	TRANSCRIPT_AKG35_RS04215	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS04220	GENE_AKG35_RS04220	TRANSCRIPT_AKG35_RS04220	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS04225	GENE_AKG35_RS04225	TRANSCRIPT_AKG35_RS04225	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS04325	GENE_AKG35_RS04325	TRANSCRIPT_AKG35_RS04325	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04330	GENE_AKG35_RS04330	TRANSCRIPT_AKG35_RS04330	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04345	GENE_AKG35_RS04345	TRANSCRIPT_AKG35_RS04345	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04350	GENE_AKG35_RS04350	TRANSCRIPT_AKG35_RS04350	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04355	GENE_AKG35_RS04355	TRANSCRIPT_AKG35_RS04355	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04360	GENE_AKG35_RS04360	TRANSCRIPT_AKG35_RS04360	protein_coding	0	1	0	0	0	0	0	0	0	1	0
AKG35_RS04365	GENE_AKG35_RS04365	TRANSCRIPT_AKG35_RS04365	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04370	GENE_AKG35_RS04370	TRANSCRIPT_AKG35_RS04370	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04375	GENE_AKG35_RS04375	TRANSCRIPT_AKG35_RS04375	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04380	GENE_AKG35_RS04380	TRANSCRIPT_AKG35_RS04380	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04385	GENE_AKG35_RS04385	TRANSCRIPT_AKG35_RS04385	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS04390	GENE_AKG35_RS04390	TRANSCRIPT_AKG35_RS04390	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04395	GENE_AKG35_RS04395	TRANSCRIPT_AKG35_RS04395	protein_coding	0	0	0	3	0	0	0	0	0	0	3
AKG35_RS04400	GENE_AKG35_RS04400	TRANSCRIPT_AKG35_RS04400	protein_coding	0	0	0	4	0	0	0	0	0	0	4
AKG35_RS04405	GENE_AKG35_RS04405	TRANSCRIPT_AKG35_RS04405	protein_coding	0	0	0	4	0	0	0	0	0	0	4
AKG35_RS04425	GENE_AKG35_RS04425	TRANSCRIPT_AKG35_RS04425	protein_coding	0	0	0	4	0	0	0	0	0	0	4
AKG35_RS04430	GENE_AKG35_RS04430	TRANSCRIPT_AKG35_RS04430	protein_coding	0	0	0	4	0	0	0	0	0	0	4
AKG35_RS04435	GENE_AKG35_RS04435	TRANSCRIPT_AKG35_RS04435	protein_coding	0	0	0	4	3	0	0	0	0	0	1
AKG35_RS04440	GENE_AKG35_RS04440	TRANSCRIPT_AKG35_RS04440	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS04445	GENE_AKG35_RS04445	TRANSCRIPT_AKG35_RS04445	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS04450	GENE_AKG35_RS04450	TRANSCRIPT_AKG35_RS04450	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04455	GENE_AKG35_RS04455	TRANSCRIPT_AKG35_RS04455	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS04460	GENE_AKG35_RS04460	TRANSCRIPT_AKG35_RS04460	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04465	GENE_AKG35_RS04465	TRANSCRIPT_AKG35_RS04465	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04475	GENE_AKG35_RS04475	TRANSCRIPT_AKG35_RS04475	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04530	GENE_AKG35_RS04530	TRANSCRIPT_AKG35_RS04530	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04535	GENE_AKG35_RS04535	TRANSCRIPT_AKG35_RS04535	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04540	GENE_AKG35_RS04540	TRANSCRIPT_AKG35_RS04540	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04545	GENE_AKG35_RS04545	TRANSCRIPT_AKG35_RS04545	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04550	GENE_AKG35_RS04550	TRANSCRIPT_AKG35_RS04550	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04555	GENE_AKG35_RS04555	TRANSCRIPT_AKG35_RS04555	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04560	GENE_AKG35_RS04560	TRANSCRIPT_AKG35_RS04560	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04565	GENE_AKG35_RS04565	TRANSCRIPT_AKG35_RS04565	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04570	GENE_AKG35_RS04570	TRANSCRIPT_AKG35_RS04570	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04580	GENE_AKG35_RS04580	TRANSCRIPT_AKG35_RS04580	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04585	GENE_AKG35_RS04585	TRANSCRIPT_AKG35_RS04585	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04590	GENE_AKG35_RS04590	TRANSCRIPT_AKG35_RS04590	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04595	GENE_AKG35_RS04595	TRANSCRIPT_AKG35_RS04595	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04605	GENE_AKG35_RS04605	TRANSCRIPT_AKG35_RS04605	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04610	GENE_AKG35_RS04610	TRANSCRIPT_AKG35_RS04610	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04615	GENE_AKG35_RS04615	TRANSCRIPT_AKG35_RS04615	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04620	GENE_AKG35_RS04620	TRANSCRIPT_AKG35_RS04620	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04625	GENE_AKG35_RS04625	TRANSCRIPT_AKG35_RS04625	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04630	GENE_AKG35_RS04630	TRANSCRIPT_AKG35_RS04630	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04730	GENE_AKG35_RS04730	TRANSCRIPT_AKG35_RS04730	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04735	GENE_AKG35_RS04735	TRANSCRIPT_AKG35_RS04735	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04740	GENE_AKG35_RS04740	TRANSCRIPT_AKG35_RS04740	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04750	GENE_AKG35_RS04750	TRANSCRIPT_AKG35_RS04750	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04760	GENE_AKG35_RS04760	TRANSCRIPT_AKG35_RS04760	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04765	GENE_AKG35_RS04765	TRANSCRIPT_AKG35_RS04765	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04770	GENE_AKG35_RS04770	TRANSCRIPT_AKG35_RS04770	protein_coding	1	0	0	0	0	1	0	0	0	0	0
AKG35_RS04785	GENE_AKG35_RS04785	TRANSCRIPT_AKG35_RS04785	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS04795	GENE_AKG35_RS04795	TRANSCRIPT_AKG35_RS04795	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS04800	GENE_AKG35_RS04800	TRANSCRIPT_AKG35_RS04800	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS04805	GENE_AKG35_RS04805	TRANSCRIPT_AKG35_RS04805	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04810	GENE_AKG35_RS04810	TRANSCRIPT_AKG35_RS04810	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04815	GENE_AKG35_RS04815	TRANSCRIPT_AKG35_RS04815	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04820	GENE_AKG35_RS04820	TRANSCRIPT_AKG35_RS04820	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04825	GENE_AKG35_RS04825	TRANSCRIPT_AKG35_RS04825	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS04835	GENE_AKG35_RS04835	TRANSCRIPT_AKG35_RS04835	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04840	GENE_AKG35_RS04840	TRANSCRIPT_AKG35_RS04840	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04850	GENE_AKG35_RS04850	TRANSCRIPT_AKG35_RS04850	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04855	GENE_AKG35_RS04855	TRANSCRIPT_AKG35_RS04855	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04860	GENE_AKG35_RS04860	TRANSCRIPT_AKG35_RS04860	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04865	GENE_AKG35_RS04865	TRANSCRIPT_AKG35_RS04865	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04955	GENE_AKG35_RS04955	TRANSCRIPT_AKG35_RS04955	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04960	GENE_AKG35_RS04960	TRANSCRIPT_AKG35_RS04960	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04965	GENE_AKG35_RS04965	TRANSCRIPT_AKG35_RS04965	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04970	GENE_AKG35_RS04970	TRANSCRIPT_AKG35_RS04970	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04980	GENE_AKG35_RS04980	TRANSCRIPT_AKG35_RS04980	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS04985	GENE_AKG35_RS04985	TRANSCRIPT_AKG35_RS04985	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04990	GENE_AKG35_RS04990	TRANSCRIPT_AKG35_RS04990	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS04995	GENE_AKG35_RS04995	TRANSCRIPT_AKG35_RS04995	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS05000	GENE_AKG35_RS05000	TRANSCRIPT_AKG35_RS05000	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05010	GENE_AKG35_RS05010	TRANSCRIPT_AKG35_RS05010	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05015	GENE_AKG35_RS05015	TRANSCRIPT_AKG35_RS05015	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05020	GENE_AKG35_RS05020	TRANSCRIPT_AKG35_RS05020	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05255	GENE_AKG35_RS05255	TRANSCRIPT_AKG35_RS05255	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS05260	GENE_AKG35_RS05260	TRANSCRIPT_AKG35_RS05260	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS05265	GENE_AKG35_RS05265	TRANSCRIPT_AKG35_RS05265	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS05275	GENE_AKG35_RS05275	TRANSCRIPT_AKG35_RS05275	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS05280	GENE_AKG35_RS05280	TRANSCRIPT_AKG35_RS05280	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS05290	GENE_AKG35_RS05290	TRANSCRIPT_AKG35_RS05290	protein_coding	0	0	1	1	1	0	1	0	0	0	0
