Module	Section	Sample Name	Source
QualiMap	mapped_gc_distribution	14_Maricaulis | 14_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/14_Maricaulis/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	21_MIT0604 | 21_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/21_MIT0604/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	15_Maricaulis | 15_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/15_Maricaulis/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	12_Maricaulis | 12_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/12_Maricaulis/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	11_MIT0604 | 11_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/11_MIT0604/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	20_DE | 20_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/20_DE/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	18_Maricaulis | 18_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/18_Maricaulis/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	20_Maricaulis | 20_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/20_Maricaulis/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	06_MIT9313 | 06_MIT9313	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/06_MIT9313/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	10_Maricaulis | 10_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/10_Maricaulis/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	21_Maricaulis | 21_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/21_Maricaulis/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	14_1A3 | 14_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/14_1A3/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	01_1A3 | 01_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/01_1A3/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	20_MIT0604 | 20_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/20_MIT0604/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	12_MIT0604 | 12_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/12_MIT0604/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	16_DE | 16_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/16_DE/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	17_DE | 17_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/17_DE/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	10_1A3 | 10_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/10_1A3/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	09_MIT9313 | 09_MIT9313	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/09_MIT9313/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	15_1A3 | 15_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/15_1A3/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	10_MIT0604 | 10_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/10_MIT0604/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	18_DE | 18_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/18_DE/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	19_DE | 19_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/19_DE/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	13_Maricaulis | 13_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/13_Maricaulis/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	03_MIT9313 | 03_MIT9313	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/03_MIT9313/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	11_1A3 | 11_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/11_1A3/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	13_MIT0604 | 13_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/13_MIT0604/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	02_DE | 02_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/02_DE/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	05_MIT9313 | 05_MIT9313	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/05_MIT9313/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	15_MIT0604 | 15_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/15_MIT0604/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	07_MIT9313 | 07_MIT9313	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/07_MIT9313/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	14_MIT0604 | 14_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/14_MIT0604/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	19_Maricaulis | 19_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/19_Maricaulis/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	07_1A3 | 07_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/07_1A3/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	04_Maricaulis | 04_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/04_Maricaulis/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	09_1A3 | 09_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/09_1A3/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	19_MIT0604 | 19_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/19_MIT0604/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	16_Maricaulis | 16_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/16_Maricaulis/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	11_Maricaulis | 11_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/11_Maricaulis/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	16_MIT0604 | 16_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/16_MIT0604/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	04_MIT0604 | 04_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/04_MIT0604/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	05_1A3 | 05_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/05_1A3/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
